,psu_measured_voltages,psu_measured_currents,psu_measured_powers,load_measured_voltages,load_measured_currents,load_measured_powers
48,6.0,0.344,2.064,3.272797,0.480287,1.57147
49,6.0,0.351,2.106,3.272531,0.490123,1.604256
50,6.0,0.358,2.148,3.272249,0.499629,1.634576
51,6.0,0.365,2.19,3.271835,0.509118,1.666139
52,6.001,0.373,2.244,3.270548,0.519918,1.700489
53,6.001,0.381,2.286,3.269703,0.529419,1.731752
54,6.001,0.388,2.328,3.269155,0.539273,1.763131
55,6.001,0.395,2.37,3.268667,0.550058,1.797972
56,6.0,0.403,2.418,3.268445,0.559543,1.829236
57,6.0,0.411,2.466,3.267586,0.569356,1.860675
58,6.001,0.419,2.514,3.266786,0.580173,1.89573
59,6.001,0.426,2.556,3.265943,0.58977,1.92565
60,6.001,0.433,2.598,3.264447,0.5996,1.957336
61,6.0,0.441,2.646,3.262819,0.610248,1.990475
62,6.0,0.448,2.688,3.261427,0.619492,2.020289
63,6.001,0.455,2.73,3.26008,0.629435,2.052584
64,6.001,0.463,2.778,3.2586,0.640283,2.086846
65,6.001,0.47,2.82,3.257326,0.650049,2.117805
66,6.001,0.483,2.898,3.269911,0.659759,2.157122
67,6.001,0.491,2.946,3.267808,0.67023,2.190575
68,6.001,0.498,2.988,3.266491,0.68002,2.222023
69,6.001,0.504,3.025,3.264507,0.689569,2.250793
70,6.001,0.512,3.073,3.26313,0.700426,2.284931
71,6.001,0.518,3.109,3.261309,0.710159,2.316525
72,6.001,0.525,3.151,3.260821,0.719813,2.346929
73,6.001,0.532,3.193,3.26048,0.72941,2.378472
74,6.001,0.54,3.241,3.260213,0.740299,2.413296
75,6.001,0.546,3.283,3.259917,0.749663,2.443888
76,6.001,0.553,3.319,3.259695,0.759356,2.475757
77,6.001,0.561,3.367,3.259384,0.770302,2.510886
78,6.001,0.568,3.409,3.259177,0.779843,2.541945
79,6.001,0.575,3.451,3.258955,0.789745,2.573775
80,6.001,0.582,3.493,3.258614,0.800545,2.608396
81,6.001,0.589,3.541,3.258407,0.809886,2.638598
82,6.001,0.596,3.577,3.258156,0.819732,2.671153
83,6.001,0.604,3.625,3.257874,0.83046,2.705247
84,6.001,0.611,3.667,3.257622,0.839953,2.736629
85,6.001,0.618,3.709,3.257356,0.849847,2.768255
86,6.001,0.625,3.751,3.257075,0.859404,2.79973
87,6.001,0.633,3.799,3.256897,0.869908,2.832613
88,6.001,0.64,3.841,3.256645,0.87977,2.864602
89,6.001,0.647,3.883,3.256349,0.8896,2.896494
90,6.001,0.654,3.925,3.256098,0.899919,2.930797
91,6.001,0.662,3.973,3.255787,0.909973,2.962667
92,6.001,0.669,4.015,3.255476,0.919603,2.993575
93,6.001,0.676,4.057,3.255165,0.929874,3.027364
94,6.001,0.683,4.099,3.254987,0.939888,3.05897
95,6.001,0.691,4.147,3.254735,0.949429,3.090782
96,6.001,0.698,4.195,3.254439,0.960463,3.125408
97,6.001,0.705,4.231,3.254232,0.969915,3.155894
98,6.001,0.712,4.279,3.253951,0.979609,3.187572
99,6.001,0.72,4.321,3.253655,0.989446,3.219149
100,6.001,0.727,4.363,3.253388,0.99983,3.253033
101,6.001,0.735,4.411,3.253092,1.009764,3.285038
102,6.001,0.742,4.453,3.252915,1.019457,3.316424
103,6.001,0.75,4.501,3.252544,1.030041,3.350501
104,6.001,0.757,4.543,3.252234,1.039783,3.381507
105,6.001,0.764,4.585,3.252026,1.049565,3.413619
106,6.001,0.772,4.633,3.251775,1.060221,3.447057
107,6.001,0.779,4.675,3.251538,1.069834,3.478215
108,6.001,0.786,4.717,3.251197,1.079784,3.510327
109,6.001,0.794,4.765,3.250945,1.090425,3.544365
110,6.001,0.802,4.813,3.250753,1.09999,3.576114
111,6.001,0.809,4.855,3.250442,1.109803,3.606808
112,6.001,0.817,4.903,3.250205,1.12005,3.64088
113,6.002,0.824,4.946,3.249954,1.129936,3.67279
114,6.001,0.831,4.988,3.249672,1.139798,3.703642
115,6.002,0.839,5.035,3.249465,1.149412,3.734625
116,6.002,0.847,5.084,3.24914,1.160172,3.77009
117,6.002,0.854,5.126,3.248903,1.169858,3.801257
118,6.002,0.861,5.168,3.24868,1.179366,3.83174
119,6.002,0.869,5.216,3.24828,1.190151,3.866302
120,6.002,0.877,5.264,3.248014,1.200053,3.897783
121,6.002,0.884,5.306,3.247851,1.209369,3.928016
122,6.002,0.892,5.354,3.247614,1.220419,3.963197
123,6.002,0.9,5.396,3.247318,1.229912,3.994084
124,6.002,0.907,5.444,3.247022,1.239806,4.026101
125,6.002,0.915,5.492,3.246785,1.250149,4.059437
126,6.002,0.922,5.534,3.246548,1.259947,4.090627
127,6.002,0.93,5.582,3.246208,1.269865,4.122269
128,6.002,0.937,5.624,3.246001,1.27935,4.152348
129,6.002,0.945,5.672,3.245571,1.290086,4.187039
130,6.002,0.952,5.72,3.245334,1.299747,4.218388
131,6.002,0.96,5.762,3.245127,1.309473,4.249412
132,6.002,0.968,5.81,3.244905,1.320065,4.282977
133,6.002,0.976,5.858,3.24449,1.329919,4.315036
134,6.002,0.983,5.9,3.244239,1.339564,4.345758
135,6.002,0.991,5.948,3.244061,1.350092,4.379795
136,6.002,0.999,5.996,3.243721,1.36001,4.411712
137,6.002,1.006,6.038,3.243395,1.369479,4.441541
138,6.002,1.014,6.086,3.243247,1.380087,4.475978
139,6.002,1.022,6.134,3.242906,1.390013,4.508337
140,6.002,1.03,6.182,3.242744,1.399466,4.538312
141,6.002,1.037,6.224,3.242403,1.409352,4.569952
142,6.002,1.045,6.278,3.242166,1.420129,4.604113
143,6.002,1.053,6.32,3.241885,1.429718,4.634408
144,6.002,1.061,6.368,3.241663,1.439499,4.666028
145,6.002,1.069,6.416,3.241352,1.450083,4.700493
146,6.002,1.076,6.464,3.241071,1.459696,4.730413
147,6.002,1.084,6.506,3.240745,1.46947,4.761996
148,6.002,1.093,6.56,3.24039,1.479974,4.796434
149,6.002,1.1,6.602,3.240375,1.489619,4.826705
150,6.002,1.108,6.65,3.239842,1.499377,4.857802
151,6.002,1.116,6.698,3.23962,1.510146,4.892502
152,6.002,1.124,6.746,3.239457,1.519662,4.922858
153,6.002,1.132,6.788,3.239339,1.529637,4.954653
154,6.002,1.139,6.836,3.238775,1.539394,4.98581
155,6.002,1.148,6.89,3.238642,1.550211,5.02016
156,6.002,1.156,6.938,3.238554,1.559744,5.050363
157,6.002,1.163,6.98,3.238125,1.569381,5.081846
158,6.002,1.172,7.034,3.23771,1.580142,5.116293
159,6.002,1.18,7.076,3.23771,1.589771,5.146582
160,6.002,1.187,7.124,3.237251,1.599488,5.177618
161,6.002,1.196,7.178,3.236984,1.610305,5.212665
162,6.002,1.204,7.22,3.236674,1.61967,5.243032
163,6.002,1.211,7.268,3.236777,1.629435,5.274463
164,6.002,1.22,7.322,3.236407,1.640244,5.308569
165,6.002,1.228,7.37,3.235963,1.649857,5.338872
166,6.002,1.236,7.412,3.236022,1.659495,5.369873
167,6.002,1.243,7.466,3.235637,1.669485,5.401335
168,6.002,1.252,7.515,3.235356,1.680021,5.434999
169,6.002,1.26,7.563,3.23509,1.689722,5.466083
170,6.002,1.268,7.611,3.235,1.699392,5.498023
171,6.002,1.276,7.659,3.234334,1.709783,5.531462
172,6.002,1.284,7.707,3.234482,1.719781,5.56211
173,6.002,1.292,7.755,3.234082,1.729282,5.593081
174,6.002,1.301,7.809,3.233579,1.73977,5.62651
175,6.002,1.309,7.857,3.233491,1.749592,5.6576
176,6.002,1.317,7.905,3.233342,1.759389,5.688967
177,6.002,1.326,7.959,3.232795,1.770022,5.722121
178,6.002,1.334,8.007,3.232898,1.779651,5.754187
179,6.002,1.341,8.049,3.232439,1.789417,5.785175
180,6.002,1.351,8.109,3.232439,1.799904,5.818387
181,6.002,1.358,8.157,3.232114,1.809943,5.849596
182,6.002,1.366,8.205,3.231611,1.819781,5.880304
183,6.002,1.375,8.253,3.231536,1.829498,5.912129
184,6.002,1.383,8.301,3.231063,1.839978,5.944983
185,6.002,1.392,8.349,3.231196,1.849463,5.976385
186,6.002,1.4,8.403,3.230811,1.859413,6.007243
187,6.002,1.408,8.451,3.230293,1.869949,6.040224
188,6.002,1.417,8.505,3.230485,1.879618,6.071945
189,6.002,1.425,8.553,3.230026,1.889512,6.10258
190,6.002,1.434,8.607,3.229819,1.899847,6.136242
191,6.002,1.442,8.655,3.229301,1.909557,6.167042
192,6.002,1.45,8.703,3.229138,1.919563,6.19821
193,6.002,1.459,8.763,3.228753,1.929939,6.231632
194,6.002,1.467,8.805,3.228664,1.93976,6.262848
195,6.002,1.475,8.859,3.22859,1.94951,6.294219
196,6.002,1.484,8.907,3.22822,1.959974,6.327222
197,6.002,1.492,8.955,3.227968,1.969418,6.357647
198,6.002,1.5,9.003,3.227539,1.979561,6.388404
199,6.002,1.508,9.057,3.227406,1.988966,6.419428
200,6.002,1.517,9.105,3.227184,1.999846,6.454209
