,psu_measured_voltages,psu_measured_currents,psu_measured_powers,load_measured_voltages,load_measured_currents,load_measured_powers
55,5.0,0.47,2.345,3.257297,0.549994,1.791894
56,5.0,0.478,2.385,3.257475,0.559631,1.823129
57,5.0,0.486,2.43,3.255846,0.569404,1.854012
58,5.0,0.495,2.475,3.25478,0.580318,1.888327
59,5.0,0.503,2.515,3.254129,0.589754,1.919241
60,5.0,0.512,2.56,3.25327,0.599592,1.951259
61,5.0,0.522,2.61,3.251656,0.610232,1.984297
62,5.0,0.534,2.645,3.245275,0.619516,2.01275
63,5.0,0.542,2.71,3.234023,0.629563,2.036139
64,5.0,0.551,2.755,3.232676,0.640332,2.070348
65,5.0,0.559,2.795,3.232543,0.65021,2.101376
66,5.0,0.568,2.835,3.23278,0.659686,2.133105
67,5.0,0.576,2.88,3.234927,0.670423,2.168402
68,5.0,0.584,2.915,3.23731,0.680148,2.202432
69,5.0,0.591,2.955,3.239249,0.689521,2.234289
70,5.0,0.6,3.0,3.240138,0.700442,2.269352
71,5.0,0.608,3.045,3.240982,0.710416,2.302121
72,5.0,0.617,3.085,3.240597,0.719877,2.331776
73,5.0,0.625,3.125,3.240286,0.729426,2.363011
74,5.0,0.634,3.175,3.240168,0.740347,2.398312
75,5.0,0.643,3.21,3.23922,0.749615,2.427793
76,5.0,0.651,3.255,3.238835,0.759276,2.459283
77,5.0,0.66,3.3,3.238465,0.770326,2.494513
78,5.0,0.669,3.345,3.23768,0.779795,2.525158
79,5.0,0.677,3.39,3.237147,0.789632,2.556728
80,5.0,0.687,3.435,3.237177,0.800273,2.590606
81,5.0,0.695,3.475,3.236318,0.809862,2.620683
82,5.0,0.703,3.515,3.236422,0.819643,2.65266
83,5.0,0.713,3.565,3.235386,0.830605,2.687367
84,5.0,0.721,3.605,3.234838,0.839833,2.717565
85,5.0,0.73,3.65,3.235356,0.849767,2.74862
86,5.0,0.738,3.69,3.235223,0.859444,2.780566
87,5.0,0.748,3.74,3.234601,0.869715,2.813519
88,5.0,0.756,3.78,3.234201,0.879681,2.844912
89,5.0,0.765,3.825,3.234127,0.889335,2.876503
90,5.0,0.775,3.87,3.233846,0.900055,2.909679
91,5.0,0.783,3.915,3.233002,0.909957,2.941971
92,5.0,0.791,3.96,3.233461,0.919562,2.973696
93,5.0,0.801,4.005,3.233017,0.929834,3.006299
94,5.0,0.809,4.05,3.232439,0.939768,3.038548
95,5.0,0.818,4.09,3.233342,0.949582,3.069911
96,5.0,0.828,4.14,3.232854,0.960326,3.104661
97,5.0,0.837,4.18,3.23275,0.969771,3.135127
98,5.0,0.845,4.225,3.232943,0.979448,3.165793
99,5.0,0.853,4.265,3.232291,0.98927,3.199106
100,5.0,0.863,4.315,3.232735,0.999758,3.231519
101,5.0,0.871,4.355,3.232054,1.00966,3.263129
102,5.0,0.88,4.4,3.232336,1.019273,3.2946
103,5.0,0.89,4.45,3.232114,1.03005,3.328706
104,5.0,0.899,4.495,3.231403,1.039647,3.360153
105,5.0,0.908,4.54,3.231891,1.049653,3.391675
106,5.0,0.917,4.585,3.2309,1.059988,3.425485
107,5.0,0.926,4.63,3.230219,1.069786,3.457306
108,5.0,0.935,4.675,3.2305,1.079632,3.488449
109,5.0,0.945,4.72,3.230041,1.090152,3.522503
110,5.0,0.954,4.77,3.230174,1.100086,3.553382
111,5.0,0.962,4.81,3.229953,1.109836,3.583898
112,5.0,0.972,4.86,3.229982,1.120195,3.61834
113,5.0,0.981,4.905,3.228931,1.129952,3.648911
114,5.0,0.99,4.945,3.228516,1.13959,3.679798
115,5.0,0.998,4.99,3.22862,1.149219,3.710676
116,5.0,1.009,5.04,3.22822,1.160373,3.745515
117,5.0,1.017,5.085,3.22785,1.169946,3.776021
118,5.0,1.027,5.135,3.227539,1.179278,3.805692
119,5.0,1.036,5.18,3.227184,1.190247,3.840662
120,5.0,1.045,5.225,3.227257,1.200045,3.872306
121,5.0,1.054,5.27,3.227051,1.209321,3.90367
122,5.0,1.064,5.32,3.226784,1.220298,3.937819
123,5.0,1.073,5.365,3.226784,1.229976,3.968887
124,5.0,1.082,5.41,3.225881,1.239645,3.999691
125,5.0,1.091,5.455,3.226665,1.250093,4.033497
126,5.0,1.101,5.505,3.22637,1.259939,4.06423
127,5.0,1.11,5.55,3.225851,1.269704,4.096646
128,5.0,1.119,5.59,3.22517,1.279237,4.126912
129,5.0,1.129,5.645,3.225614,1.290102,4.161247
130,5.0,1.137,5.69,3.225289,1.300012,4.193213
131,5.0,1.147,5.735,3.2248,1.309569,4.222064
132,5.0,1.157,5.785,3.225363,1.320105,4.257111
133,5.0,1.166,5.83,3.225037,1.330039,4.288555
134,5.0,1.176,5.875,3.224193,1.339548,4.319152
135,5.0,1.185,5.925,3.223897,1.350236,4.352427
136,5.0,1.195,5.97,3.222979,1.359938,4.384164
137,5.0,1.203,6.015,3.222564,1.369583,4.414425
138,5.0,1.214,6.065,3.222164,1.380135,4.447811
139,5.0,1.223,6.115,3.221839,1.390166,4.479995
140,5.0,1.232,6.16,3.222313,1.399546,4.508138
141,5.0,1.241,6.205,3.220995,1.409264,4.539381
142,5.0,1.251,6.26,3.220906,1.420169,4.573732
143,5.0,1.261,6.305,3.219559,1.429589,4.603228
144,5.0,1.271,6.35,3.219944,1.439548,4.6338
145,5.0,1.279,6.405,3.2191,1.450011,4.667547
146,5.0,1.289,6.445,3.218775,1.459705,4.697354
147,5.0,1.298,6.495,3.218908,1.469566,4.72875
148,5.0,1.31,6.54,3.217531,1.480167,4.762638
149,5.0,1.318,6.585,3.216465,1.489483,4.79216
150,5.0,1.327,6.635,3.215799,1.499393,4.822753
151,5.0,1.338,6.69,3.216731,1.510161,4.858254
152,5.0,1.348,6.735,3.215666,1.519742,4.886335
153,5.0,1.356,6.785,3.214985,1.52954,4.920029
154,5.0,1.366,6.83,3.214792,1.539266,4.949185
155,5.0,1.377,6.88,3.215162,1.550227,4.982886
156,5.0,1.386,6.93,3.214511,1.559752,5.014046
157,5.0,1.396,6.975,3.213815,1.56967,5.045933
158,5.0,1.406,7.025,3.213918,1.58023,5.078974
159,5.0,1.415,7.075,3.214125,1.589899,5.110202
160,5.0,1.425,7.12,3.213282,1.599512,5.139563
161,5.0,1.435,7.175,3.213563,1.610297,5.175026
162,5.0,1.445,7.22,3.213815,1.619854,5.204173
163,5.0,1.454,7.27,3.212438,1.629588,5.237087
164,5.0,1.466,7.325,3.212527,1.6403,5.270029
165,5.0,1.474,7.37,3.211727,1.649929,5.301651
166,5.0,1.484,7.415,3.212645,1.65947,5.329519
167,5.0,1.494,7.465,3.211387,1.66942,5.360827
168,5.0,1.504,7.52,3.210958,1.680005,5.394073
169,5.0,1.513,7.565,3.209921,1.689706,5.424977
170,5.0,1.523,7.615,3.210809,1.699464,5.456182
171,5.0,1.533,7.67,3.210262,1.709911,5.489111
172,5.0,1.543,7.715,3.208811,1.719862,5.520741
173,5.0,1.553,7.765,3.210173,1.729419,5.550527
174,5.0,1.564,7.82,3.209595,1.739987,5.583623
175,5.0,1.573,7.87,3.209344,1.7498,5.61579
176,5.0,1.583,7.915,3.208737,1.759381,5.646975
177,5.0,1.594,7.975,3.20847,1.769966,5.680632
178,5.0,1.604,8.02,3.208899,1.779835,5.710446
179,5.0,1.614,8.065,3.208633,1.789593,5.739908
180,5.0,1.625,8.12,3.207316,1.800089,5.774014
181,5.0,1.635,8.175,3.207997,1.809863,5.805089
182,5.0,1.644,8.22,3.208263,1.819572,5.837138
183,5.0,1.654,8.27,3.206664,1.829354,5.866233
184,5.0,1.665,8.325,3.206413,1.839954,5.899
185,5.0,1.675,8.375,3.205835,1.849503,5.928908
186,5.0,1.684,8.42,3.207049,1.859324,5.960622
187,5.0,1.696,8.475,3.205495,1.869925,5.99422
188,5.0,1.705,8.525,3.205628,1.879522,6.025578
189,5.0,1.716,8.58,3.206264,1.889616,6.058043
190,5.0,1.727,8.63,3.206353,1.89992,6.089231
191,5.0,1.737,8.685,3.20582,1.909477,6.121344
192,5.0,1.747,8.735,3.205317,1.919571,6.152908
193,5.0,1.758,8.79,3.204651,1.929914,6.185882
194,5.0,1.767,8.84,3.205524,1.93968,6.217548
195,5.0,1.778,8.895,3.20579,1.949502,6.246995
196,5.0,1.789,8.94,3.205317,1.959861,6.280835
197,5.0,1.799,8.995,3.204932,1.96937,6.310507
198,5.0,1.809,9.05,3.204814,1.979296,6.343723
199,5.0,1.82,9.09,3.20394,1.989142,6.372228
200,5.0,1.831,9.155,3.203333,1.999919,6.406901
