,psu_measured_voltages,psu_measured_currents,psu_measured_powers,load_measured_voltages,load_measured_currents,load_measured_powers
108,23.002,0.659,15.158,11.930641,1.079808,12.896108
109,23.002,0.663,15.273,11.932284,1.090449,13.016826
110,23.002,0.67,15.411,11.931159,1.100038,13.123193
111,23.002,0.675,15.526,11.929679,1.109803,13.236863
112,23.002,0.681,15.664,11.92158,1.120339,13.352844
113,23.002,0.686,15.779,11.919819,1.130105,13.470192
114,23.002,0.693,15.94,11.913112,1.139983,13.583814
115,23.002,0.698,16.032,11.908685,1.14942,13.690947
116,23.002,0.704,16.193,11.904554,1.1603,13.812222
117,23.002,0.709,16.331,11.897449,1.170042,13.926153
118,23.002,0.713,16.469,11.892297,1.179495,14.039226
119,23.002,0.723,16.584,11.889928,1.19036,14.154958
120,23.001,0.727,16.745,11.883488,1.200101,14.260495
121,23.002,0.732,16.837,11.884124,1.209514,14.373652
122,23.002,0.738,16.998,11.885368,1.220539,14.494681
123,23.001,0.744,17.136,11.874545,1.23008,14.614585
124,23.002,0.75,17.252,11.88294,1.239838,14.72695
125,23.001,0.756,17.389,11.889099,1.250181,14.866272
126,23.001,0.764,17.573,11.905606,1.260051,14.991287
127,23.001,0.77,17.688,11.895331,1.269793,15.120758
128,23.002,0.773,17.803,11.878736,1.279462,15.190017
129,23.002,0.78,17.873,11.873864,1.29019,15.308336
130,23.001,0.784,18.011,11.862672,1.300012,15.422371
131,23.001,0.79,18.148,11.866062,1.309569,15.531919
132,23.001,0.795,18.263,11.861532,1.320258,15.656629
133,23.001,0.802,18.424,11.859504,1.330144,15.76093
134,23.001,0.805,18.539,11.853271,1.339716,15.877186
135,23.001,0.813,18.677,11.853255,1.350188,16.002184
136,23.001,0.818,18.838,11.856395,1.360171,16.121323
137,23.001,0.823,18.953,11.848592,1.369551,16.227182
138,23.001,0.831,19.114,11.848888,1.380264,16.360453
139,23.001,0.836,19.252,11.844329,1.390077,16.46134
140,23.001,0.844,19.367,11.837104,1.399602,16.571854
141,23.001,0.846,19.505,11.831774,1.4096,16.677809
142,23.001,0.853,19.574,11.830723,1.420385,16.79723
143,23.001,0.858,19.735,11.827125,1.429862,16.911072
144,23.001,0.865,19.896,11.825867,1.439507,17.031494
145,23.001,0.871,20.011,11.815236,1.45022,17.14625
146,23.001,0.875,20.172,11.813756,1.459681,17.233345
147,23.001,0.88,20.264,11.796346,1.469527,17.334843
148,23.001,0.887,20.448,11.802889,1.480167,17.472017
149,23.001,0.895,20.563,11.809507,1.489539,17.5842
150,23.001,0.899,20.655,11.800757,1.499537,17.703316
151,23.001,0.904,20.793,11.80748,1.510354,17.824184
152,23.002,0.909,20.908,11.80625,1.519791,17.935505
153,23.001,0.918,21.069,11.797575,1.529653,18.047867
154,23.001,0.92,21.161,11.788632,1.53933,18.146849
155,23.001,0.927,21.322,11.79035,1.550187,18.275911
156,23.001,0.933,21.414,11.785301,1.559744,18.382259
157,23.001,0.939,21.575,11.782133,1.569534,18.48785
158,23.001,0.945,21.713,11.778165,1.580415,18.600231
159,23.001,0.949,21.805,11.772228,1.589867,18.71244
160,23.001,0.955,21.966,11.761732,1.599536,18.818132
161,23.001,0.961,22.104,11.7657,1.610409,18.945784
162,23.001,0.967,22.242,11.768054,1.61975,19.050453
163,23.001,0.975,22.334,11.771163,1.629499,19.177473
164,23.001,0.979,22.564,11.753901,1.640388,19.29121
165,23.001,0.984,22.633,11.758756,1.649825,19.395809
166,23.001,0.988,22.794,11.75199,1.659615,19.512856
167,23.001,0.995,22.909,11.754819,1.669445,19.617491
168,23.001,1.001,23.07,11.75091,1.679916,19.736595
169,23.001,1.006,23.162,11.743744,1.689859,19.848555
170,23.001,1.011,23.3,11.74364,1.699648,19.957525
171,23.001,1.021,23.438,11.743848,1.710056,20.069792
172,23.001,1.024,23.53,11.740132,1.719741,20.192493
173,23.001,1.029,23.645,11.739287,1.729419,20.296925
174,23.001,1.037,23.852,11.729931,1.739898,20.412001
