,psu_measured_voltages,psu_measured_currents,psu_measured_powers,load_measured_voltages,load_measured_currents,load_measured_powers
108,20.003,0.74,14.802,11.859592,1.079487,12.802043
109,20.003,0.748,14.962,11.858408,1.0902,12.928683
110,20.003,0.754,15.082,11.857327,1.099829,13.041574
111,20.003,0.76,15.202,11.856513,1.109747,13.156762
112,20.003,0.767,15.342,11.855728,1.120171,13.280457
113,20.003,0.774,15.482,11.855165,1.129961,13.395617
114,20.003,0.78,15.602,11.854425,1.139822,13.512156
115,20.003,0.787,15.742,11.853493,1.149379,13.62373
116,20.003,0.794,15.882,11.852027,1.160188,13.749932
117,20.003,0.801,16.022,11.851287,1.169825,13.863771
118,20.003,0.807,16.142,11.850591,1.17931,13.97387
119,20.003,0.814,16.282,11.849998,1.190127,14.102202
120,20.003,0.82,16.402,11.84951,1.199868,14.21785
121,20.003,0.827,16.542,11.849095,1.209401,14.330772
122,20.003,0.834,16.683,11.848681,1.22021,14.457068
123,20.003,0.84,16.823,11.848104,1.229807,14.571132
124,20.003,0.847,16.943,11.847659,1.239725,14.6883
125,20.003,0.854,17.063,11.847127,1.250045,14.809666
126,20.003,0.86,17.203,11.846727,1.259859,14.924913
127,20.003,0.867,17.343,11.846268,1.269712,15.041409
128,20.003,0.873,17.483,11.845809,1.279269,15.154168
129,20.003,0.88,17.603,11.845439,1.290014,15.281257
130,20.003,0.887,17.743,11.844965,1.299932,15.39856
131,20.003,0.893,17.863,11.844506,1.309376,15.509905
132,20.003,0.901,18.023,11.844032,1.320065,15.635424
133,20.003,0.908,18.163,11.843632,1.329959,15.751277
134,20.003,0.914,18.283,11.843188,1.339508,15.864102
135,20.003,0.921,18.423,11.842685,1.350036,15.98809
136,20.003,0.928,18.563,11.84233,1.359874,16.104033
137,20.003,0.934,18.703,11.84199,1.369318,16.215508
138,20.003,0.941,18.843,11.84159,1.379919,16.340256
139,20.003,0.948,18.983,11.841146,1.389941,16.458494
140,20.002,0.955,19.103,11.840804,1.39957,16.573359
141,20.002,0.962,19.242,11.840361,1.40924,16.685217
142,20.002,0.969,19.382,11.839931,1.420016,16.813189
143,20.001,0.976,19.521,11.839576,1.429509,16.924854
144,20.001,0.983,19.661,11.839236,1.439555,17.042076
